Name and brief details of project,SIA Notification No.,Date of notification,Whether conducted by independent external agency (Yes / No),Results communicated in public domain (Yes / No),Relevant Web link
Sustainable Livelihood Initiative (SLI) program implemented by HDFC Bank,,,"Yes (Centre for Digital Finance and Inclusion, IFMR)",No,
