S. No.,Product/Service,NIC Code,% of total Turnover contributed
1,"HDFC Bank operates in three business verticals -Wholesale, Retail and Treasury. All the products and services are offered under these segments. For details, please refer to the 'Business Segments' section of the Integrated Report for FY 22.",64191,100
